Measure Names,Month of Date,REGION,Measure Values
Delisted,January 2026,BLR,"1,411"
c2b bought,January 2026,BLR,258
Offer Initiated,January 2026,BLR,"23,299"
Unique Buyer,January 2026,BLR,"10,156"
Offer/Listings,January 2026,BLR,16.512402551
Counter,January 2026,BLR,"1,813"
Accepted,January 2026,BLR,"8,990"
% accepted/Offer,January 2026,BLR,0.385853470
Rejected,January 2026,BLR,764
Revision,January 2026,BLR,83
TD completed,January 2026,BLR,125
% TD/Accepted,January 2026,BLR,0.013904338
TD/Listing,January 2026,BLR,0.088589653
Sold,January 2026,BLR,8
Total Revenue,January 2026,BLR,"26,48,134"
Listing Revenue,January 2026,BLR,"23,35,574"
Vas revenue (chr+chat+spp+agreement),January 2026,BLR,"2,69,368"
Avg Lising fee,January 2026,BLR,"1,634.411476557"
Listing Revenue/day,January 2026,BLR,"75,341.096774194"
Inspection,February 2026,BLR,"7,453"
Avg. Avg Insp TP,February 2026,BLR,"5,83,879.931802927"
workable leads,February 2026,BLR,"6,080"
Total_Listing,February 2026,BLR,"1,141"
Avg. Avg. Listing TP,February 2026,BLR,"5,81,485.028045574"
Listing went live,February 2026,BLR,"1,125"
Listing Conversion,February 2026,BLR,0.150945928
Avg. LP/TP,February 2026,BLR,1.090364274
Avg. FLP/TP (check from 8th Nov),February 2026,BLR,1.142332291
Avg. LP/CLP,February 2026,BLR,0.988093568
Delisted,February 2026,BLR,"1,223"
c2b bought,February 2026,BLR,186
Offer Initiated,February 2026,BLR,"24,279"
Unique Buyer,February 2026,BLR,"10,622"
Offer/Listings,February 2026,BLR,21.581333333
Counter,February 2026,BLR,"1,868"
Accepted,February 2026,BLR,"9,047"
% accepted/Offer,February 2026,BLR,0.372626550
Rejected,February 2026,BLR,858
Revision,February 2026,BLR,106
TD completed,February 2026,BLR,155
% TD/Accepted,February 2026,BLR,0.017132751
TD/Listing,February 2026,BLR,0.137777778
Sold,February 2026,BLR,3
Total Revenue,February 2026,BLR,"23,04,774"
Listing Revenue,February 2026,BLR,"20,42,580"
Vas revenue (chr+chat+spp+agreement),February 2026,BLR,"2,15,427"
Avg Lising fee,February 2026,BLR,"1,790.166520596"
Listing Revenue/day,February 2026,BLR,"72,949.285714286"
Inspection,March 2026,BLR,"4,959"
Avg. Avg Insp TP,March 2026,BLR,"5,55,732.875807754"
workable leads,March 2026,BLR,"4,020"
Total_Listing,March 2026,BLR,956
Avg. Avg. Listing TP,March 2026,BLR,"5,53,755.409424084"
Listing went live,March 2026,BLR,957
Listing Conversion,March 2026,BLR,0.192982456
Avg. LP/TP,March 2026,BLR,1.102409693
Avg. FLP/TP (check from 8th Nov),March 2026,BLR,1.141263482
Avg. LP/CLP,March 2026,BLR,0.992280525
Delisted,March 2026,BLR,680
c2b bought,March 2026,BLR,103
Offer Initiated,March 2026,BLR,"17,023"
Unique Buyer,March 2026,BLR,"7,916"
Offer/Listings,March 2026,BLR,17.787878788
Counter,March 2026,BLR,"1,227"
Accepted,March 2026,BLR,"6,689"
% accepted/Offer,March 2026,BLR,0.392938965
Rejected,March 2026,BLR,727
Revision,March 2026,BLR,111
TD completed,March 2026,BLR,69
% TD/Accepted,March 2026,BLR,0.010315443
TD/Listing,March 2026,BLR,0.072100313
Sold,March 2026,BLR,2
Total Revenue,March 2026,BLR,"18,26,670"
Listing Revenue,March 2026,BLR,"16,64,036"
Vas revenue (chr+chat+spp+agreement),March 2026,BLR,"1,43,439"
Avg Lising fee,March 2026,BLR,"1,740.623430962"
Listing Revenue/day,March 2026,BLR,"87,580.842105263"
Inspection,All,BLR,"63,929"
Avg. Avg Insp TP,All,BLR,"5,57,068.663817664"
workable leads,All,BLR,"52,102"
Total_Listing,All,BLR,"8,967"
Avg. Avg. Listing TP,All,BLR,"5,50,891.685420853"
Listing went live,All,BLR,"8,880"
Listing Conversion,All,BLR,0.138904097
Avg. LP/TP,All,BLR,1.126964286
Avg. FLP/TP (check from 8th Nov),All,BLR,1.162071955
Avg. LP/CLP,All,BLR,0.976955842
Delisted,All,BLR,"8,407"
c2b bought,All,BLR,"1,472"
Offer Initiated,All,BLR,"2,01,700"
Unique Buyer,All,BLR,"67,408"
Offer/Listings,All,BLR,22.713963964
Counter,All,BLR,"13,996"
Accepted,All,BLR,"76,251"
% accepted/Offer,All,BLR,0.378041646
Rejected,All,BLR,"5,285"
Revision,All,BLR,877
TD completed,All,BLR,895
% TD/Accepted,All,BLR,0.011737551
TD/Listing,All,BLR,0.100788288
Sold,All,BLR,198
Total Revenue,All,BLR,"1,71,70,226"
Listing Revenue,All,BLR,"1,48,80,154"
Vas revenue (chr+chat+spp+agreement),All,BLR,"20,63,445"
Avg Lising fee,All,BLR,"1,659.435039590"
Listing Revenue/day,All,BLR,"64,416.251082251"
Inspection,August 2025,CHN,"3,544"
Avg. Avg Insp TP,August 2025,CHN,"5,36,094.116252822"
workable leads,August 2025,CHN,"2,922"
Total_Listing,August 2025,CHN,223
Avg. Avg. Listing TP,August 2025,CHN,"5,88,103.644144144"
Listing went live,August 2025,CHN,221
Listing Conversion,August 2025,CHN,0.062358916
Avg. LP/TP,August 2025,CHN,1.118261501
Avg. FLP/TP (check from 8th Nov),August 2025,CHN,1.136637034
Avg. LP/CLP,August 2025,CHN,1.004901249
Delisted,August 2025,CHN,306
c2b bought,August 2025,CHN,50
Offer Initiated,August 2025,CHN,"6,566"
Unique Buyer,August 2025,CHN,"3,714"
Offer/Listings,August 2025,CHN,29.710407240
Counter,August 2025,CHN,308
Accepted,August 2025,CHN,"2,511"
% accepted/Offer,August 2025,CHN,0.382424612
Rejected,August 2025,CHN,37
Revision,August 2025,CHN,4
TD completed,August 2025,CHN,7
% TD/Accepted,August 2025,CHN,0.002787734
TD/Listing,August 2025,CHN,0.031674208
Sold,August 2025,CHN,7
Total Revenue,August 2025,CHN,"3,90,056"
Listing Revenue,August 2025,CHN,"3,40,784"
Vas revenue (chr+chat+spp+agreement),August 2025,CHN,"49,272"
Avg Lising fee,August 2025,CHN,"1,528.179372197"
Listing Revenue/day,August 2025,CHN,"10,993.032258065"
Inspection,September 2025,CHN,"3,716"
Avg. Avg Insp TP,September 2025,CHN,"5,34,199.191872982"
workable leads,September 2025,CHN,"3,135"
Total_Listing,September 2025,CHN,288
Avg. Avg. Listing TP,September 2025,CHN,"5,30,504.944250871"
Listing went live,September 2025,CHN,289
Listing Conversion,September 2025,CHN,0.077771798
Avg. LP/TP,September 2025,CHN,1.109808260
Avg. FLP/TP (check from 8th Nov),September 2025,CHN,1.134542279
Avg. LP/CLP,September 2025,CHN,1.007129034
Delisted,September 2025,CHN,143
c2b bought,September 2025,CHN,46
Offer Initiated,September 2025,CHN,"4,943"
Unique Buyer,September 2025,CHN,"2,810"
Offer/Listings,September 2025,CHN,17.103806228
Counter,September 2025,CHN,246
Accepted,September 2025,CHN,"1,853"
% accepted/Offer,September 2025,CHN,0.374873559
Rejected,September 2025,CHN,57
Revision,September 2025,CHN,10
TD completed,September 2025,CHN,14
% TD/Accepted,September 2025,CHN,0.007555316
TD/Listing,September 2025,CHN,0.048442907
Sold,September 2025,CHN,5
Total Revenue,September 2025,CHN,"4,95,402"
Listing Revenue,September 2025,CHN,"4,58,430"
Vas revenue (chr+chat+spp+agreement),September 2025,CHN,"36,972"
Avg Lising fee,September 2025,CHN,"1,591.770833333"
Listing Revenue/day,September 2025,CHN,"15,281"
Inspection,October 2025,CHN,"3,539"
Avg. Avg Insp TP,October 2025,CHN,"4,93,282.814354337"
workable leads,October 2025,CHN,"3,003"
Total_Listing,October 2025,CHN,236
Avg. Avg. Listing TP,October 2025,CHN,"5,12,878.212765957"
Listing went live,October 2025,CHN,234
Listing Conversion,October 2025,CHN,0.066120373
Avg. LP/TP,October 2025,CHN,1.113045779
Avg. FLP/TP (check from 8th Nov),October 2025,CHN,1.131481070
Avg. LP/CLP,October 2025,CHN,0.974814747
Delisted,October 2025,CHN,294
c2b bought,October 2025,CHN,29
Offer Initiated,October 2025,CHN,"6,460"
Unique Buyer,October 2025,CHN,"3,474"
Offer/Listings,October 2025,CHN,27.606837607
Counter,October 2025,CHN,342
Accepted,October 2025,CHN,"2,413"
% accepted/Offer,October 2025,CHN,0.373529412
Rejected,October 2025,CHN,92
Revision,October 2025,CHN,12
TD completed,October 2025,CHN,18
% TD/Accepted,October 2025,CHN,0.007459594
TD/Listing,October 2025,CHN,0.076923077
Sold,October 2025,CHN,5
Total Revenue,October 2025,CHN,"4,33,810"
Listing Revenue,October 2025,CHN,"3,81,730"
Vas revenue (chr+chat+spp+agreement),October 2025,CHN,"48,480"
Avg Lising fee,October 2025,CHN,"1,617.5"
Listing Revenue/day,October 2025,CHN,"12,313.870967742"
Inspection,November 2025,CHN,"4,092"
Avg. Avg Insp TP,November 2025,CHN,"5,15,724.754592212"
workable leads,November 2025,CHN,"3,484"
Total_Listing,November 2025,CHN,299
Avg. Avg. Listing TP,November 2025,CHN,"5,18,126.698996656"
Listing went live,November 2025,CHN,296
Listing Conversion,November 2025,CHN,0.072336266
Avg. LP/TP,November 2025,CHN,1.090792867
Avg. FLP/TP (check from 8th Nov),November 2025,CHN,1.134829472
Avg. LP/CLP,November 2025,CHN,0.955507177
Delisted,November 2025,CHN,530
c2b bought,November 2025,CHN,42
Offer Initiated,November 2025,CHN,"6,272"
Unique Buyer,November 2025,CHN,"3,572"
Offer/Listings,November 2025,CHN,21.189189189
Counter,November 2025,CHN,419
Accepted,November 2025,CHN,"2,474"
% accepted/Offer,November 2025,CHN,0.394451531
Rejected,November 2025,CHN,120
Revision,November 2025,CHN,27
TD completed,November 2025,CHN,31
% TD/Accepted,November 2025,CHN,0.012530315
TD/Listing,November 2025,CHN,0.104729730
Sold,November 2025,CHN,3
Total Revenue,November 2025,CHN,"5,30,688"
Listing Revenue,November 2025,CHN,"4,64,094"
Vas revenue (chr+chat+spp+agreement),November 2025,CHN,"54,810"
Avg Lising fee,November 2025,CHN,"1,552.153846154"
Listing Revenue/day,November 2025,CHN,"15,469.8"
Inspection,December 2025,CHN,"4,227"
Avg. Avg Insp TP,December 2025,CHN,"5,08,089.326945824"
workable leads,December 2025,CHN,"3,680"
Total_Listing,December 2025,CHN,283
Avg. Avg. Listing TP,December 2025,CHN,"4,93,509.975265018"
Listing went live,December 2025,CHN,281
Listing Conversion,December 2025,CHN,0.066477407
Avg. LP/TP,December 2025,CHN,1.101108197
Avg. FLP/TP (check from 8th Nov),December 2025,CHN,1.141195916
Avg. LP/CLP,December 2025,CHN,0.984097110
Delisted,December 2025,CHN,269
c2b bought,December 2025,CHN,46
Offer Initiated,December 2025,CHN,"5,867"
Unique Buyer,December 2025,CHN,"3,423"
Offer/Listings,December 2025,CHN,20.879003559
Counter,December 2025,CHN,442
Accepted,December 2025,CHN,"2,268"
% accepted/Offer,December 2025,CHN,0.386568945
Rejected,December 2025,CHN,165
Revision,December 2025,CHN,20
TD completed,December 2025,CHN,51
% TD/Accepted,December 2025,CHN,0.022486772
TD/Listing,December 2025,CHN,0.181494662
Sold,December 2025,CHN,1
Total Revenue,December 2025,CHN,"4,95,534"
Listing Revenue,December 2025,CHN,"4,40,376"
Vas revenue (chr+chat+spp+agreement),December 2025,CHN,"39,650"
Avg Lising fee,December 2025,CHN,"1,556.098939929"
Listing Revenue/day,December 2025,CHN,"14,205.677419355"
Inspection,January 2026,CHN,"3,925"
Avg. Avg Insp TP,January 2026,CHN,"5,63,714.590723751"
workable leads,January 2026,CHN,"3,553"
Total_Listing,January 2026,CHN,237
Avg. Avg. Listing TP,January 2026,CHN,"5,93,211.962025316"
Listing went live,January 2026,CHN,226
Listing Conversion,January 2026,CHN,0.057579618
Avg. LP/TP,January 2026,CHN,1.088927537
Avg. FLP/TP (check from 8th Nov),January 2026,CHN,1.122042098
Avg. LP/CLP,January 2026,CHN,0.969097791
Delisted,January 2026,CHN,290
c2b bought,January 2026,CHN,53
Offer Initiated,January 2026,CHN,"5,546"
Unique Buyer,January 2026,CHN,"3,344"
Offer/Listings,January 2026,CHN,24.539823009
Counter,January 2026,CHN,314
Accepted,January 2026,CHN,"2,018"
% accepted/Offer,January 2026,CHN,0.363865849
Rejected,January 2026,CHN,134
Revision,January 2026,CHN,21
TD completed,January 2026,CHN,19
% TD/Accepted,January 2026,CHN,0.009415263
TD/Listing,January 2026,CHN,0.084070796
Sold,January 2026,CHN,7
Total Revenue,January 2026,CHN,"4,41,358"
Listing Revenue,January 2026,CHN,"3,82,556"
Vas revenue (chr+chat+spp+agreement),January 2026,CHN,"43,580"
Avg Lising fee,January 2026,CHN,"1,614.160337553"
Listing Revenue/day,January 2026,CHN,"12,340.516129032"
Inspection,February 2026,CHN,"3,454"
Avg. Avg Insp TP,February 2026,CHN,"5,65,029.086301767"
workable leads,February 2026,CHN,"3,140"
Total_Listing,February 2026,CHN,340
Avg. Avg. Listing TP,February 2026,CHN,"5,63,274.838235294"
Listing went live,February 2026,CHN,337
Listing Conversion,February 2026,CHN,0.097568037
Avg. LP/TP,February 2026,CHN,1.055135444
Avg. FLP/TP (check from 8th Nov),February 2026,CHN,1.097050164
Avg. LP/CLP,February 2026,CHN,0.981447926
Delisted,February 2026,CHN,313
c2b bought,February 2026,CHN,56
Offer Initiated,February 2026,CHN,"7,410"
Unique Buyer,February 2026,CHN,"4,134"
Offer/Listings,February 2026,CHN,21.988130564
Counter,February 2026,CHN,436
Accepted,February 2026,CHN,"2,612"
% accepted/Offer,February 2026,CHN,0.352496626
Rejected,February 2026,CHN,166
Revision,February 2026,CHN,9
TD completed,February 2026,CHN,22
% TD/Accepted,February 2026,CHN,0.008422665
TD/Listing,February 2026,CHN,0.065281899
Sold,February 2026,CHN,6
Total Revenue,February 2026,CHN,"6,66,221"
Listing Revenue,February 2026,CHN,"5,87,994"
Vas revenue (chr+chat+spp+agreement),February 2026,CHN,"65,810"
Avg Lising fee,February 2026,CHN,"1,729.394117647"
Listing Revenue/day,February 2026,CHN,"20,999.785714286"
Inspection,March 2026,CHN,"2,352"
Avg. Avg Insp TP,March 2026,CHN,"5,40,735.06079932"
workable leads,March 2026,CHN,"2,124"
Total_Listing,March 2026,CHN,284
Avg. Avg. Listing TP,March 2026,CHN,"5,32,165.848591549"
Listing went live,March 2026,CHN,280
Listing Conversion,March 2026,CHN,0.119047619
Avg. LP/TP,March 2026,CHN,1.109009873
Avg. FLP/TP (check from 8th Nov),March 2026,CHN,1.139131223
Avg. LP/CLP,March 2026,CHN,1.031337880
Delisted,March 2026,CHN,134
c2b bought,March 2026,CHN,33
Offer Initiated,March 2026,CHN,"5,489"
Unique Buyer,March 2026,CHN,"2,897"
Offer/Listings,March 2026,CHN,19.603571429
Counter,March 2026,CHN,252
Accepted,March 2026,CHN,"2,059"
% accepted/Offer,March 2026,CHN,0.375113864
Rejected,March 2026,CHN,138
Revision,March 2026,CHN,8
TD completed,March 2026,CHN,9
% TD/Accepted,March 2026,CHN,0.004371054
TD/Listing,March 2026,CHN,0.032142857
Sold,March 2026,CHN,0
Total Revenue,March 2026,CHN,"5,23,063"
Listing Revenue,March 2026,CHN,"4,83,446"
Vas revenue (chr+chat+spp+agreement),March 2026,CHN,"28,229"
Avg Lising fee,March 2026,CHN,"1,702.274647887"
Listing Revenue/day,March 2026,CHN,"25,444.526315789"
Inspection,All,CHN,"28,849"
Avg. Avg Insp TP,All,CHN,"5,31,208.743151397"
workable leads,All,CHN,"25,041"
Total_Listing,All,CHN,"2,189"
Avg. Avg. Listing TP,All,CHN,"5,40,083.811156836"
Listing went live,All,CHN,"2,163"
Listing Conversion,All,CHN,0.074976602
Avg. LP/TP,All,CHN,1.096414961
Avg. FLP/TP (check from 8th Nov),All,CHN,1.128737595
Avg. LP/CLP,All,CHN,0.988146356
Delisted,All,CHN,"2,278"
c2b bought,All,CHN,355
Offer Initiated,All,CHN,"48,553"
Unique Buyer,All,CHN,"21,939"
Offer/Listings,All,CHN,22.447064263
Counter,All,CHN,"2,759"
Accepted,All,CHN,"18,208"
% accepted/Offer,All,CHN,0.375012873
Rejected,All,CHN,909
Revision,All,CHN,111
TD completed,All,CHN,171
% TD/Accepted,All,CHN,0.009391476
TD/Listing,All,CHN,0.079056865
Sold,All,CHN,34
Total Revenue,All,CHN,"39,76,132"
Listing Revenue,All,CHN,"35,39,410"
Vas revenue (chr+chat+spp+agreement),All,CHN,"3,66,803"
Avg Lising fee,All,CHN,"1,616.907263591"
Listing Revenue/day,All,CHN,"15,322.121212121"
Inspection,August 2025,EAR,21
Avg. Avg Insp TP,August 2025,EAR,"4,32,348.80952381"
workable leads,August 2025,EAR,21
Total_Listing,August 2025,EAR,4
Avg. Avg. Listing TP,August 2025,EAR,"3,51,946"
Listing went live,August 2025,EAR,3
Listing Conversion,August 2025,EAR,0.142857143
Avg. LP/TP,August 2025,EAR,1.328101212
Avg. FLP/TP (check from 8th Nov),August 2025,EAR,1.394152633
Avg. LP/CLP,August 2025,EAR,
Delisted,August 2025,EAR,2
c2b bought,August 2025,EAR,0
Offer Initiated,August 2025,EAR,46
Unique Buyer,August 2025,EAR,44
Offer/Listings,August 2025,EAR,15.333333333
Counter,August 2025,EAR,1
Accepted,August 2025,EAR,17
% accepted/Offer,August 2025,EAR,0.369565217
Rejected,August 2025,EAR,0
Revision,August 2025,EAR,0
TD completed,August 2025,EAR,0
% TD/Accepted,August 2025,EAR,0
TD/Listing,August 2025,EAR,0
Sold,August 2025,EAR,0
Total Revenue,August 2025,EAR,"5,220"
Listing Revenue,August 2025,EAR,"4,720"
Vas revenue (chr+chat+spp+agreement),August 2025,EAR,500
Avg Lising fee,August 2025,EAR,"1,180"
Listing Revenue/day,August 2025,EAR,196.666666667
Inspection,September 2025,EAR,27
Avg. Avg Insp TP,September 2025,EAR,"6,45,268.259259259"
workable leads,September 2025,EAR,27
Total_Listing,September 2025,EAR,7
Avg. Avg. Listing TP,September 2025,EAR,"3,50,264.285714286"
Listing went live,September 2025,EAR,7
Listing Conversion,September 2025,EAR,0.259259259
Avg. LP/TP,September 2025,EAR,1.137132047
Avg. FLP/TP (check from 8th Nov),September 2025,EAR,1.146357208
Avg. LP/CLP,September 2025,EAR,
Delisted,September 2025,EAR,0
c2b bought,September 2025,EAR,2
Offer Initiated,September 2025,EAR,11
Unique Buyer,September 2025,EAR,11
Offer/Listings,September 2025,EAR,1.571428571
Counter,September 2025,EAR,1
Accepted,September 2025,EAR,9
% accepted/Offer,September 2025,EAR,0.818181818
Rejected,September 2025,EAR,0
Revision,September 2025,EAR,0
TD completed,September 2025,EAR,0
% TD/Accepted,September 2025,EAR,0
TD/Listing,September 2025,EAR,0
Sold,September 2025,EAR,0
Total Revenue,September 2025,EAR,"8,968"
Listing Revenue,September 2025,EAR,"8,496"
Vas revenue (chr+chat+spp+agreement),September 2025,EAR,472
Avg Lising fee,September 2025,EAR,"1,213.714285714"
Listing Revenue/day,September 2025,EAR,404.571428571
Inspection,October 2025,EAR,23
Avg. Avg Insp TP,October 2025,EAR,"5,86,678.086956522"
workable leads,October 2025,EAR,22
Total_Listing,October 2025,EAR,5
Avg. Avg. Listing TP,October 2025,EAR,"6,32,671.8"
Listing went live,October 2025,EAR,5
Listing Conversion,October 2025,EAR,0.217391304
Avg. LP/TP,October 2025,EAR,1.030228538
Avg. FLP/TP (check from 8th Nov),October 2025,EAR,1.046197129
Avg. LP/CLP,October 2025,EAR,
Delisted,October 2025,EAR,5
c2b bought,October 2025,EAR,0
Offer Initiated,October 2025,EAR,16
Unique Buyer,October 2025,EAR,16
Offer/Listings,October 2025,EAR,3.2
Counter,October 2025,EAR,0
Accepted,October 2025,EAR,8
% accepted/Offer,October 2025,EAR,0.5
Rejected,October 2025,EAR,0
Revision,October 2025,EAR,0
TD completed,October 2025,EAR,0
% TD/Accepted,October 2025,EAR,0
TD/Listing,October 2025,EAR,0
Sold,October 2025,EAR,0
Total Revenue,October 2025,EAR,"7,316"
Listing Revenue,October 2025,EAR,"7,316"
Vas revenue (chr+chat+spp+agreement),October 2025,EAR,
Avg Lising fee,October 2025,EAR,"1,463.2"
Listing Revenue/day,October 2025,EAR,318.086956522
Inspection,November 2025,EAR,20
Avg. Avg Insp TP,November 2025,EAR,"6,82,807.65"
workable leads,November 2025,EAR,19
Total_Listing,November 2025,EAR,8
Avg. Avg. Listing TP,November 2025,EAR,"6,60,717.125"
Listing went live,November 2025,EAR,8
Listing Conversion,November 2025,EAR,0.4
Avg. LP/TP,November 2025,EAR,1.054760183
Avg. FLP/TP (check from 8th Nov),November 2025,EAR,1.108888700
Avg. LP/CLP,November 2025,EAR,
Delisted,November 2025,EAR,6
c2b bought,November 2025,EAR,0
Offer Initiated,November 2025,EAR,9
Unique Buyer,November 2025,EAR,9
Offer/Listings,November 2025,EAR,1.125
Counter,November 2025,EAR,2
Accepted,November 2025,EAR,1
% accepted/Offer,November 2025,EAR,0.111111111
Rejected,November 2025,EAR,0
Revision,November 2025,EAR,0
TD completed,November 2025,EAR,0
% TD/Accepted,November 2025,EAR,0
TD/Listing,November 2025,EAR,0
Sold,November 2025,EAR,0
Total Revenue,November 2025,EAR,"12,390"
Listing Revenue,November 2025,EAR,"12,390"
Vas revenue (chr+chat+spp+agreement),November 2025,EAR,
Avg Lising fee,November 2025,EAR,"1,548.75"
Listing Revenue/day,November 2025,EAR,563.181818182
Inspection,December 2025,EAR,19
Avg. Avg Insp TP,December 2025,EAR,"4,48,672.894736842"
